parcel_id_clean,key_scope,parcel_id_type,parcel_display,n_findings,volumes,recommendations,record_ids
TERET::118,local,plot,"Plot 118, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3534
TERET::119,local,plot,"Plot 119, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3535
TERET::12,local,plot,"Plot 12, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3424
TERET::120,local,plot,"Plot 120, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3536
TERET::121,local,plot,"Plot 121, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3537|annex_09_teret_forest_excision_3538
TERET::122,local,plot,"Plot 122, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3539|annex_09_teret_forest_excision_3540
TERET::123,local,plot,"Plot 123, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3541
TERET::124,local,plot,"Plot 124, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3542
TERET::125,local,plot,"Plot 125, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3543
TERET::126,local,plot,"Plot 126, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3544
TERET::127,local,plot,"Plot 127, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3545|annex_09_teret_forest_excision_3546
TERET::128,local,plot,"Plot 128, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3547
TERET::129,local,plot,"Plot 129, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3548
TERET::13,local,plot,"Plot 13, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3425
TERET::130,local,plot,"Plot 130, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3549
TERET::131,local,plot,"Plot 131, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3550
TERET::132,local,plot,"Plot 132, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3551
TERET::133,local,plot,"Plot 133, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3552
TERET::134,local,plot,"Plot 134, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3553
TERET::135,local,plot,"Plot 135, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3554
TERET::136,local,plot,"Plot 136, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3555
TERET::137,local,plot,"Plot 137, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3556
TERET::138,local,plot,"Plot 138, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3557
TERET::139,local,plot,"Plot 139, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3558
TERET::14,local,plot,"Plot 14, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3426
TERET::140,local,plot,"Plot 140, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3559
TERET::141,local,plot,"Plot 141, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3560
TERET::142,local,plot,"Plot 142, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3561
TERET::143,local,plot,"Plot 143, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3562
TERET::144,local,plot,"Plot 144, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3563
TERET::145,local,plot,"Plot 145, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3564
TERET::15,local,plot,"Plot 15, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3427
TERET::151,local,plot,"Plot 151, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3565
TERET::152,local,plot,"Plot 152, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3566
TERET::153,local,plot,"Plot 153, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3567
TERET::154,local,plot,"Plot 154, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3568
TERET::155,local,plot,"Plot 155, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3569|annex_09_teret_forest_excision_3570
TERET::156,local,plot,"Plot 156, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3571|annex_09_teret_forest_excision_3572
TERET::157,local,plot,"Plot 157, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3573
TERET::158,local,plot,"Plot 158, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3574
TERET::159,local,plot,"Plot 159, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3575
TERET::16,local,plot,"Plot 16, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3428
TERET::160,local,plot,"Plot 160, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3576
TERET::161,local,plot,"Plot 161, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3577
TERET::162,local,plot,"Plot 162, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3578
TERET::163,local,plot,"Plot 163, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3579
TERET::164,local,plot,"Plot 164, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3580
TERET::165,local,plot,"Plot 165, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3581
TERET::166,local,plot,"Plot 166, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3582
TERET::167,local,plot,"Plot 167, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3583
TERET::168,local,plot,"Plot 168, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3584|annex_09_teret_forest_excision_3585
TERET::169,local,plot,"Plot 169, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3586
TERET::17,local,plot,"Plot 17, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3429
TERET::170,local,plot,"Plot 170, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3587
TERET::171,local,plot,"Plot 171, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3588
TERET::172,local,plot,"Plot 172, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3589
TERET::173,local,plot,"Plot 173, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3590
TERET::174,local,plot,"Plot 174, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3591
TERET::175,local,plot,"Plot 175, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3592
TERET::176,local,plot,"Plot 176, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3593
TERET::177,local,plot,"Plot 177, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3594
TERET::178,local,plot,"Plot 178, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3595
TERET::179,local,plot,"Plot 179, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3596
TERET::18,local,plot,"Plot 18, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3430
TERET::180,local,plot,"Plot 180, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3597
TERET::181,local,plot,"Plot 181, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3598
TERET::182,local,plot,"Plot 182, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3599
TERET::183,local,plot,"Plot 183, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3600
TERET::184,local,plot,"Plot 184, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3601
TERET::185,local,plot,"Plot 185, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3602
TERET::186,local,plot,"Plot 186, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3603
TERET::187,local,plot,"Plot 187, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3604
TERET::188,local,plot,"Plot 188, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3605
TERET::189,local,plot,"Plot 189, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3606
TERET::19,local,plot,"Plot 19, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3431
TERET::190,local,plot,"Plot 190, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3607
TERET::191,local,plot,"Plot 191, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3608
TERET::192,local,plot,"Plot 192, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3609
TERET::193,local,plot,"Plot 193, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3610
TERET::194,local,plot,"Plot 194, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3611
TERET::195,local,plot,"Plot 195, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3612
TERET::196,local,plot,"Plot 196, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3613
TERET::197,local,plot,"Plot 197, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3614
TERET::198,local,plot,"Plot 198, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3615
TERET::199,local,plot,"Plot 199, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3616
TERET::2,local,plot,"Plot 2, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3415
TERET::20,local,plot,"Plot 20, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3432
TERET::200,local,plot,"Plot 200, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3617
TERET::201,local,plot,"Plot 201, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3618
TERET::202,local,plot,"Plot 202, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3619|annex_09_teret_forest_excision_3620
TERET::203,local,plot,"Plot 203, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3621
TERET::204,local,plot,"Plot 204, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3622
TERET::205,local,plot,"Plot 205, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3623
TERET::206,local,plot,"Plot 206, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3624
TERET::207,local,plot,"Plot 207, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3625
TERET::208,local,plot,"Plot 208, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3626
TERET::209,local,plot,"Plot 209, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3627
TERET::21,local,plot,"Plot 21, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3433
TERET::210,local,plot,"Plot 210, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3628
TERET::211,local,plot,"Plot 211, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3629
TERET::212,local,plot,"Plot 212, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3630
TERET::213,local,plot,"Plot 213, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3631
TERET::214,local,plot,"Plot 214, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3632
TERET::215,local,plot,"Plot 215, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3633
TERET::216,local,plot,"Plot 216, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3634
TERET::217,local,plot,"Plot 217, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3635
TERET::218,local,plot,"Plot 218, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3636
TERET::219,local,plot,"Plot 219, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3637
TERET::22,local,plot,"Plot 22, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3434
TERET::220,local,plot,"Plot 220, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3638
TERET::221,local,plot,"Plot 221, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3639
TERET::222,local,plot,"Plot 222, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3640
TERET::223,local,plot,"Plot 223, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3641
TERET::224,local,plot,"Plot 224, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3642
TERET::225,local,plot,"Plot 225, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3643
TERET::226,local,plot,"Plot 226, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3644
TERET::227,local,plot,"Plot 227, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3645
TERET::228,local,plot,"Plot 228, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3646
TERET::229,local,plot,"Plot 229, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3647
TERET::23,local,plot,"Plot 23, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3435
TERET::230,local,plot,"Plot 230, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3648
TERET::231,local,plot,"Plot 231, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3649
TERET::232,local,plot,"Plot 232, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3650
TERET::233,local,plot,"Plot 233, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3651
TERET::234,local,plot,"Plot 234, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3652
TERET::235,local,plot,"Plot 235, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3653
TERET::236,local,plot,"Plot 236, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3654
TERET::237,local,plot,"Plot 237, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3655
TERET::238,local,plot,"Plot 238, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3656
TERET::239,local,plot,"Plot 239, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3657
TERET::24,local,plot,"Plot 24, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3436
TERET::240,local,plot,"Plot 240, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3658
TERET::241,local,plot,"Plot 241, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3659|annex_09_teret_forest_excision_3660
TERET::242,local,plot,"Plot 242, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3661
TERET::243,local,plot,"Plot 243, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3662
TERET::244,local,plot,"Plot 244, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3663
TERET::245,local,plot,"Plot 245, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3664
TERET::246,local,plot,"Plot 246, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3665
TERET::247,local,plot,"Plot 247, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3666
TERET::248,local,plot,"Plot 248, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3667|annex_09_teret_forest_excision_3668
TERET::249,local,plot,"Plot 249, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3669
TERET::25,local,plot,"Plot 25, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3437
TERET::250,local,plot,"Plot 250, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3670
TERET::251,local,plot,"Plot 251, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3671
TERET::252,local,plot,"Plot 252, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3672
TERET::253,local,plot,"Plot 253, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3673
TERET::254,local,plot,"Plot 254, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3674
TERET::255,local,plot,"Plot 255, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3675
TERET::256,local,plot,"Plot 256, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3676
TERET::257,local,plot,"Plot 257, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3677
TERET::258,local,plot,"Plot 258, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3678
TERET::259,local,plot,"Plot 259, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3679
TERET::26,local,plot,"Plot 26, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3438
TERET::260,local,plot,"Plot 260, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3680
TERET::261,local,plot,"Plot 261, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3681
TERET::262,local,plot,"Plot 262, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3682
TERET::263,local,plot,"Plot 263, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3683
TERET::264,local,plot,"Plot 264, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3684
TERET::265,local,plot,"Plot 265, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3685
TERET::266,local,plot,"Plot 266, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3686|annex_09_teret_forest_excision_3687
TERET::267,local,plot,"Plot 267, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3688
TERET::268,local,plot,"Plot 268, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3689
TERET::269,local,plot,"Plot 269, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3690
TERET::27,local,plot,"Plot 27, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3439
TERET::28,local,plot,"Plot 28, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3440
TERET::29,local,plot,"Plot 29, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3441
TERET::3,local,plot,"Plot 3, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3416
TERET::30,local,plot,"Plot 30, Teret Forest Excision Scheme",3,2,,annex_09_teret_forest_excision_3442|annex_09_teret_forest_excision_3443|annex_09_teret_forest_excision_3444
TERET::31,local,plot,"Plot 31, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3445|annex_09_teret_forest_excision_3446
TERET::32,local,plot,"Plot 32, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3447
TERET::328,local,plot,"Plot 328, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3691
TERET::33,local,plot,"Plot 33, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3448
TERET::330,local,plot,"Plot 330, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3692
TERET::331,local,plot,"Plot 331, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3693
TERET::332,local,plot,"Plot 332, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3694
TERET::333,local,plot,"Plot 333, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3695
TERET::334,local,plot,"Plot 334, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3696
TERET::335,local,plot,"Plot 335, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3697
TERET::336,local,plot,"Plot 336, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3698|annex_09_teret_forest_excision_3699
TERET::337,local,plot,"Plot 337, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3700
TERET::339,local,plot,"Plot 339, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3701
TERET::34,local,plot,"Plot 34, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3449
TERET::340,local,plot,"Plot 340, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3702
TERET::341,local,plot,"Plot 341, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3703
TERET::342,local,plot,"Plot 342, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3704
TERET::343,local,plot,"Plot 343, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3705|annex_09_teret_forest_excision_3706
TERET::344,local,plot,"Plot 344, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3707
TERET::345,local,plot,"Plot 345, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3708
TERET::346,local,plot,"Plot 346, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3709
TERET::347,local,plot,"Plot 347, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3710
TERET::348,local,plot,"Plot 348, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3711
TERET::349,local,plot,"Plot 349, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3712
TERET::35,local,plot,"Plot 35, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3450
TERET::350,local,plot,"Plot 350, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3713|annex_09_teret_forest_excision_3714
TERET::351,local,plot,"Plot 351, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3715|annex_09_teret_forest_excision_3716
TERET::352,local,plot,"Plot 352, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3717
TERET::353,local,plot,"Plot 353, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3718
TERET::354,local,plot,"Plot 354, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3719
TERET::355,local,plot,"Plot 355, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3720
TERET::356,local,plot,"Plot 356, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3721|annex_09_teret_forest_excision_3722
TERET::357,local,plot,"Plot 357, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3723
TERET::358,local,plot,"Plot 358, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3724
TERET::359,local,plot,"Plot 359, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3725
TERET::36,local,plot,"Plot 36, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3451
TERET::360,local,plot,"Plot 360, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3726|annex_09_teret_forest_excision_3727
TERET::361,local,plot,"Plot 361, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3728
TERET::362,local,plot,"Plot 362, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3729
TERET::363,local,plot,"Plot 363, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3730
TERET::364,local,plot,"Plot 364, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3731
TERET::365,local,plot,"Plot 365, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3732|annex_09_teret_forest_excision_3733
TERET::366,local,plot,"Plot 366, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3734|annex_09_teret_forest_excision_3735
TERET::367,local,plot,"Plot 367, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3736|annex_09_teret_forest_excision_3737
TERET::368,local,plot,"Plot 368, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3738
TERET::369,local,plot,"Plot 369, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3739
TERET::37,local,plot,"Plot 37, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3452
TERET::370,local,plot,"Plot 370, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3740
TERET::371,local,plot,"Plot 371, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3741
TERET::372,local,plot,"Plot 372, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3742
TERET::373,local,plot,"Plot 373, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3743
TERET::374,local,plot,"Plot 374, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3744
TERET::375,local,plot,"Plot 375, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3745
TERET::376,local,plot,"Plot 376, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3746
TERET::377,local,plot,"Plot 377, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3747
TERET::378,local,plot,"Plot 378, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3748
TERET::379,local,plot,"Plot 379, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3749
TERET::38,local,plot,"Plot 38, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3453
TERET::380,local,plot,"Plot 380, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3750
TERET::381,local,plot,"Plot 381, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3751
TERET::382,local,plot,"Plot 382, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3752
TERET::383,local,plot,"Plot 383, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3753
TERET::385,local,plot,"Plot 385, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3754
TERET::386,local,plot,"Plot 386, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3755
TERET::387,local,plot,"Plot 387, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3756
TERET::388,local,plot,"Plot 388, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3757
TERET::389,local,plot,"Plot 389, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3758
TERET::39,local,plot,"Plot 39, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3454
TERET::390,local,plot,"Plot 390, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3759
TERET::391,local,plot,"Plot 391, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3760
TERET::392,local,plot,"Plot 392, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3761
TERET::393,local,plot,"Plot 393, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3762
TERET::394,local,plot,"Plot 394, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3763
TERET::395,local,plot,"Plot 395, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3764
TERET::396,local,plot,"Plot 396, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3765
TERET::397,local,plot,"Plot 397, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3766|annex_09_teret_forest_excision_3767
TERET::398,local,plot,"Plot 398, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3768|annex_09_teret_forest_excision_3769
TERET::399,local,plot,"Plot 399, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3770|annex_09_teret_forest_excision_3771
TERET::4,local,plot,"Plot 4, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3417
TERET::40,local,plot,"Plot 40, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3455
TERET::400,local,plot,"Plot 400, Teret Forest Excision Scheme",2,2,,annex_09_teret_forest_excision_3772|annex_09_teret_forest_excision_3773
TERET::401,local,plot,"Plot 401, Teret Forest Excision Scheme",1,2,,annex_09_teret_forest_excision_3774
